temp2m,rain,huminity,cloudBaseHeight,totalCloudCover,radiation,cloudlow,cloudmiddle,cloudhigh
-1.1876989092053019,-0.4957875965625239,1.4861225557203803,-0.8241347586988782,0.765007802564099,-0.6646188658241925,1.0999521258666527,-0.34876010766734516,1.3167434611114557
-0.33338431125945744,1.0225669575315535,0.9292342855059044,-0.5306053597125526,0.4046875631232745,-0.6646188658241925,1.3604052049079476,-1.499129040232882,-0.7240378933640734
0.4651784703137214,0.13476873685257837,-0.761166164913996,-0.14450021616003728,0.765007802564099,2.1911528224928425,1.7076759769630079,-0.7322164185225242,-0.8515867280187941
-0.3366638298696142,-0.6087230592637363,-1.7385093694968736,-0.2240767832600578,0.765007802564099,1.3035401597388971,0.3475321197473558,-0.31680541509608023,1.3167434611114557
-0.4383289067844749,-0.47069082707336557,0.5113535650213915,-0.9502306374434092,0.6749277427038927,-0.6646188658241925,-0.40488788637194106,1.2170198283246356,-0.2903718555380235
1.0997653213790601,5.044324268169171,-0.2703493843859841,0.3505485779076621,0.765007802564099,0.46337663866519324,-0.8679155824453546,1.0892010580395763,1.3167434611114557
-2.2076291969640636,-0.5616666164715645,0.5542571297528611,-0.7089936763946797,-0.13579279603796243,-0.6646188658241925,1.0999521258666527,0.0027415106165688823,-1.2342332319829559
1.4162388672591903,1.8821313125352253,-1.2639959435668193,-0.09880380002278201,0.13444738354265579,1.7308765411111575,0.7526813538115926,-0.22094133738228539,-0.23935232167613527
-2.6044509487930356,-0.5899004821468675,-0.7251271705395614,-0.060539158935423616,-0.0006727062476535725,-0.6646188658241925,1.128891356871241,0.7696541323269268,-1.0811746303972911
0.6291544008215609,-0.1193360542251494,-0.1373483337184287,1.976538669274377,0.765007802564099,-0.5255066095343925,-1.1573078924912379,1.2489745208959007,1.3167434611114557
0.3192398921617441,-0.6055859630775915,0.3440296625686599,-0.7301832357064965,-1.2617935442905395,-0.6646188658241925,-0.4627663483811178,-0.41266949280987486,-1.0811746303972911
-0.6580566536649799,0.3261316042074104,1.3677087170615234,-0.9317026307878703,0.6749277427038927,0.19132835733736028,1.128891356871241,0.7376994397556619,-0.6219988256402971
0.7472170707872052,0.2947606423459625,-0.10045126804936548,0.48294475037961426,0.4497275930533776,0.013296040619758717,1.128891356871241,0.2903337437579534,0.6024699870450204
0.7931303313294005,-0.21031184362334823,0.6143221203769187,-0.6214195935835245,0.31460750326306824,-0.5087425532795963,0.7237421228070042,0.5779259768993376,-0.009764419297638303
-1.1073507032564602,0.26025258429836995,0.9661313511749687,-0.9630240910327645,-0.360992945688478,-0.6646188658241925,0.5211675057748857,0.38619782147174786,-1.2342332319829559
